Address,Status geocode,Formatted address,Latitude,Longitude,Type,Location Type,Street number,Street,Postal code,City,Country,Region,Department,Department number
Kaliganj,"2 found, use single geocode.","Kaliganj, Bangladesh",23.9644781,90.5730713,"locality, political",APPROXIMATE,,,,Kaliganj,Bangladesh,Dhaka Division,Gazipur District,Gazipur District
Satkhira-S,Ok,"Satkhira Sadar Upazila, Bangladesh",22.7184973,89.0704787,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Khulna Division,Satkhira District,Satkhira District
Shyamnagar,"3 found, use single geocode.","Shyamnagar Upazila,Bangladesh",22.35680885,89.55268997,"political, sublocality, sublocality_level_1",APPROXIMATE,,,,,Bangladesh,Khulna Division,Satkhira District,Satkhira District
Tala,Ok,"Tala Upazila, Bangladesh",22.75706733,89.30819475,"locality, political",APPROXIMATE,,,,,Bangladesh,Khulna Division,Satkhira District,Satkhira District
Bakshiganj,Ok,"Bakshiganj, Bangladesh",25.184411,89.8680506,"locality, political",APPROXIMATE,,,,Bakshiganj,Bangladesh,Mymensingh Division,Jamalpur District,Jamalpur District
Dewanganj,"3 found, use single geocode.","Dewanganj, Bangladesh",25.1529991,89.758231,"locality, political",APPROXIMATE,,,,Dewanganj,Bangladesh,Mymensingh Division,Jamalpur District,Jamalpur District
Islampur,"2 found, use single geocode.","Islampur Upzila, Bangladesh",25.11077148,89.40785724,"locality, political",APPROXIMATE,,,,Islampur,Bangladesh,Mymensingh Division,Jamalpur District,Jamalpur District
Jamalpur-S,"2 found, use single geocode.","Jamalpur, Bangladesh",24.9249785,89.9463408,"locality, political",APPROXIMATE,,,,Jamalpur,Bangladesh,Mymensingh Division,Jamalpur District,Jamalpur District
Madarganj,"2 found, use single geocode.","Madarganj Upazila, Bangladesh",24.9068332,89.7166965,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Mymensingh Division,Jamalpur District,Jamalpur District
Melandaha,Ok,"Melandaha Upazila, Bangladesh",24.9391064,24.9391064,"locality, political",APPROXIMATE,,,,,Bangladesh,Mymensingh Division,Jamalpur District,Jamalpur District
Sarishabari,Ok,"Sarishabari, Bangladesh",24.7669433,89.8409152,"locality, political",APPROXIMATE,,,,Sarishabari,Bangladesh,Mymensingh Division,Jamalpur District,Jamalpur District
Bhaluka,"2 found, use single geocode.","Bhaluka, Bangladesh",24.407929,90.3866074,"locality, political",APPROXIMATE,,,,Bhaluka,Bangladesh,Mymensingh Division,Mymensingh District,Mymensingh District
Dhobaura,"2 found, use single geocode.","Dhobaura, Bangladesh",25.0901617,90.5234193,"locality, political",APPROXIMATE,,,,Dhobaura,Bangladesh,Mymensingh Division,Mymensingh District,Mymensingh District
Fulbaria,"2 found, use single geocode.","Fulbaria, Bangladesh",24.6249931,90.266699,"locality, political",APPROXIMATE,,,,Fulbaria,Bangladesh,Mymensingh Division,Mymensingh District,Mymensingh District
Gaffargaon,"2 found, use single geocode.","Gaffargaon, Bangladesh",24.4173244,90.5492309,"locality, political",APPROXIMATE,,,,Gaffargaon,Bangladesh,Mymensingh Division,Mymensingh District,Mymensingh District
Gouripur,"3 found, use single geocode.","Gouripur, Bangladesh",24.7547756,90.5683399,"locality, political",APPROXIMATE,,,,Gouripur,Bangladesh,Mymensingh Division,Mymensingh District,Mymensingh District
Haluaghat,"2 found, use single geocode.","Haluaghat, Bangladesh",25.1218233,90.3407167,"locality, political",APPROXIMATE,,,,Haluaghat,Bangladesh,Mymensingh Division,Mymensingh District,Mymensingh District
Ishwarganj,Ok,"Ishwarganj, Bangladesh",24.6923421,90.5943697,"locality, political",APPROXIMATE,,,,Ishwarganj,Bangladesh,Mymensingh Division,Mymensingh District,Mymensingh District
Muktagacha,Ok,"Muktagacha, Bangladesh",24.7660178,90.2561365,"locality, political",APPROXIMATE,,,,Muktagacha,Bangladesh,Mymensingh Division,Mymensingh District,Mymensingh District
Mymensingh-S,Ok,"Mymensingh Sadar Upazila, Bangladesh",24.7851062,90.3560076,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Mymensingh Division,Mymensingh District,Mymensingh District
Nandail,Ok,"Nandail, Bangladesh",24.5687223,90.6903529,"locality, political",APPROXIMATE,,,,Nandail,Bangladesh,Mymensingh Division,Mymensingh District,Mymensingh District
Phulpur,"3 found, use single geocode.","Phulpur Upazila, Bangladesh",24.96208419,90.4480902,"locality, political",APPROXIMATE,,,,Phulpur,Bangladesh,Mymensingh Division,Mymensingh District,Mymensingh District
Tarakanda,Ok,"Tarakanda Upazila, Bangladesh",24.8559556,90.4879916,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Mymensingh Division,Mymensingh District,Mymensingh District
Trishal,"2 found, use single geocode.","Trishal, Bangladesh",24.5816585,90.3948498,"locality, political",APPROXIMATE,,,,Trishal,Bangladesh,Mymensingh Division,Mymensingh District,Mymensingh District
Atpara,Ok,"Atpara, Bangladesh",24.8097761,90.8603645,"locality, political",APPROXIMATE,,,,Atpara,Bangladesh,Mymensingh Division,Netrokona District,Netrokona District
Barhatta,"2 found, use single geocode.","Barhatta, Bangladesh",24.8986484,90.8841992,"locality, political",APPROXIMATE,,,,Barhatta,Bangladesh,Mymensingh Division,Netrokona District,Netrokona District
Durgapur,Ok,"Durgapur Upazila, Bangladesh",25.11381238,90.67570211,"locality, political",APPROXIMATE,,,,Durgapur,Bangladesh,Mymensingh Division,Netrokona District,Netrokona District
Kalmakanda,"2 found, use single geocode.","Kalmakanda, Bangladesh",25.0765713,90.8889678,"locality, political",APPROXIMATE,,,,Kalmakanda,Bangladesh,Mymensingh Division,Netrokona District,Netrokona District
Kendua,"3 found, use single geocode.","Kendua, Bangladesh",24.6703752,90.8436885,"locality, political",APPROXIMATE,,,,Kendua,Bangladesh,Mymensingh Division,Netrokona District,Netrokona District
Khaliajuri,"2 found, use single geocode.","Khaliajuri, Bangladesh",24.689261,91.1329034,"locality, political",APPROXIMATE,,,,Khaliajuri,Bangladesh,Mymensingh Division,Netrokona District,Netrokona District
Madan,Ok,"Madan Upazila, Bangladesh",24.71362497,90.94887818,"locality, political",APPROXIMATE,,,,Madan,Bangladesh,Mymensingh Division,Netrokona District,Netrokona District
Mohanganj,"4 found, use single geocode.","Mohanganj, Bangladesh",24.8743218,90.979677,"locality, political",APPROXIMATE,,,,Mohanganj,Bangladesh,Mymensingh Division,Netrokona District,Netrokona District
Netrakona-S,"2 found, use single geocode.","Netrokona, Bangladesh",24.8816911,90.7271479,"locality, political",APPROXIMATE,,,,Netrokona,Bangladesh,Mymensingh Division,Netrokona District,Netrokona District
Purbadhala,"2 found, use single geocode.","Purbadhala, Bangladesh",24.9430683,90.6002879,"locality, political",APPROXIMATE,,,,Purbadhala,Bangladesh,Mymensingh Division,Netrokona District,Netrokona District
Jhenaigati,Ok,"Jhenaigati, Bangladesh",25.1859383,90.0629989,"locality, political",APPROXIMATE,,,,Jhenaigati,Bangladesh,Mymensingh Division,Sherpur District,Sherpur District
Nakla,"2 found, use single geocode.","Nakla, Bangladesh",24.9678951,90.1787657,"locality, political",APPROXIMATE,,,,Nakla,Bangladesh,Mymensingh Division,Sherpur District,Sherpur District
Nalitabari,"2 found, use single geocode.","Nalitabari, Bangladesh",25.0850233,90.1939932,"locality, political",APPROXIMATE,,,,Nalitabari,Bangladesh,Mymensingh Division,Sherpur District,Sherpur District
Sherpur-S,"2 found, use single geocode.","Sherpur, Bangladesh",25.0194045,90.0137328,"locality, political",APPROXIMATE,,,,Sherpur,Bangladesh,Mymensingh Division,Sherpur District,Sherpur District
Sreebordi,Ok,"Sreebardi, Bangladesh",25.147401,89.9393363,"locality, political",APPROXIMATE,,,,Sreebardi,Bangladesh,Mymensingh Division,Sherpur District,Sherpur District
Adamdighi,"2 found, use single geocode.","Adamdighi, Bangladesh",24.8002827,89.0418249,"locality, political",APPROXIMATE,,,,Adamdighi,Bangladesh,Rajshahi Division,Bogra District,Bogra District
Bogura-S,"2 found, use single geocode.","Bogura, Bangladesh",24.848078,89.3729633,"locality, political",APPROXIMATE,,,,Bogura,Bangladesh,Rajshahi Division,Bogra District,Bogra District
Dhunot,Ok,"Dhunat, Bangladesh",24.6779694,89.5403279,"locality, political",APPROXIMATE,,,,Dhunat,Bangladesh,Rajshahi Division,Bogra District,Bogra District
Dhupchancia,"Ok, partial match","Dupchanchia, Bangladesh",24.8812002,89.177742,"locality, political",APPROXIMATE,,,5880,Dupchanchia,Bangladesh,Rajshahi Division,Bogra District,Bogra District
Gabtali,"2 found, use single geocode.","Gabtali Upazila, Bangladesh",24.8794971,89.4553088,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Bogra District,Bogra District
Kahaloo,"2 found, use single geocode.","Kahaloo, Bangladesh",24.8282604,89.2681019,"locality, political",APPROXIMATE,,,,Kahaloo,Bangladesh,Rajshahi Division,Bogra District,Bogra District
Nandigram,Ok,"Nandigram, Bangladesh",24.648104,89.24565826,"locality, political",APPROXIMATE,,,,Nandigram,Bangladesh,Rajshahi Division,Bogra District,Bogra District
Sariakandi,Ok,"Sariakandi, Bangladesh",24.8887731,89.5709844,"locality, political",APPROXIMATE,,,,Sariakandi,Bangladesh,Rajshahi Division,Bogra District,Bogra District
Shajahanpur,Ok,"Shajahanpur Upazila, Bangladesh",24.7661428,89.3837983,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Bogra District,Bogra District
Sherpur,"2 found, use single geocode.","Sherpur, Bangladesh",25.0194045,90.0137328,"locality, political",APPROXIMATE,,,,Sherpur,Bangladesh,Dhaka Division,Sherpur District,Sherpur District
Shibganj,"3 found, use single geocode.","Shibganj, Bangladesh",25.0005682,89.3203233,"locality, political",APPROXIMATE,,,,Shibganj,Bangladesh,Rajshahi Division,Bogra District,Bogra District
Sonatala,"3 found, use single geocode.","Sonatala, Bangladesh",25.039824,89.4978411,"locality, political",APPROXIMATE,,,,Sonatala,Bangladesh,Rajshahi Division,Bogra District,Bogra District
Bholahat,"2 found, use single geocode.","Bholahat, Bangladesh",24.9456529,88.2278608,"locality, political",APPROXIMATE,,,,Bholahat,Bangladesh,Rajshahi Division,Chapainawabganj District,Chapainawabganj District
Gomostapur,Ok,"Gomastapur Upazila, Bangladesh",24.7933883,88.2897742,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Chapainawabganj District,Chapainawabganj District
Nachol,"2 found, use single geocode.","Nachole, Bangladesh",24.7326602,88.4137279,"locality, political",APPROXIMATE,,,,Nachole,Bangladesh,Rajshahi Division,Chapainawabganj District,Chapainawabganj District
Nawabganj-S,"10 found, use single geocode.","Nawabganj, Bangladesh",23.653123,90.1518394,"locality, political",APPROXIMATE,,,,Nawabganj,Bangladesh,Dhaka Division,Dhaka District,Dhaka District
Shibganj,"3 found, use single geocode.","Shibganj, Bangladesh",25.0005682,89.3203233,"locality, political",APPROXIMATE,,,,Shibganj,Bangladesh,Rajshahi Division,Bogra District,Bogra District
Akkelpur,"2 found, use single geocode.","Akkelpur, Bangladesh",24.9692458,89.020323,"locality, political",APPROXIMATE,,,,Akkelpur,Bangladesh,Rajshahi Division,Joypurhat District,Joypurhat District
Joypurhat-S,"2 found, use single geocode.","Joypurhat, Bangladesh",25.0967735,89.0227126,"locality, political",APPROXIMATE,,,,Joypurhat,Bangladesh,Rajshahi Division,Joypurhat District,Joypurhat District
Kalai,Ok,"Kalai Upazila, Bangladesh",25.05824184,89.16970216,"locality, political",APPROXIMATE,,,,Joypurhat,Bangladesh,Rajshahi Division,Joypurhat District,Joypurhat District
Khetlal,Ok,"Khetlal, Bangladesh",25.0380091,89.1086477,"locality, political",APPROXIMATE,,,,Khetlal,Bangladesh,Rajshahi Division,Joypurhat District,Joypurhat District
Panchbibi,"2 found, use single geocode.","Panchbibi, Bangladesh",25.1871644,89.0191281,"locality, political",APPROXIMATE,,,,Panchbibi,Bangladesh,Rajshahi Division,Joypurhat District,Joypurhat District
Atrai,Ok,"Atrai Upazila, Bangladesh",24.62575239,88.98968968,"locality, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Naogaon District,Naogaon District
Badalgachi,Ok,"Badalgachhi, Bangladesh",24.968485,88.9102489,"locality, political",APPROXIMATE,,,,Badalgachhi,Bangladesh,Rajshahi Division,Naogaon District,Naogaon District
Dhamoirhat,Ok,"Dhamoirhat, Bangladesh",25.1503961,88.8515028,"locality, political",APPROXIMATE,,,,Dhamoirhat,Bangladesh,Rajshahi Division,Naogaon District,Naogaon District
Manda,Ok,"Manda Upazila, Bangladesh",24.77549265,88.67006167,"locality, political",APPROXIMATE,,,,Manda,Bangladesh,Rajshahi Division,Naogaon District,Naogaon District
Mohadevpur,Ok,"Mohadevpur, Bangladesh",24.9197919,88.751805,"locality, political",APPROXIMATE,,,,Mohadevpur,Bangladesh,Rajshahi Division,Naogaon District,Naogaon District
Naogaon-S,Ok,"Naogaon Sadar Upazila, Bangladesh",24.7936199,88.9317702,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Naogaon District,Naogaon District
Niamatpur,"3 found, use single geocode.","Niamatpur, Bangladesh",24.8336232,88.5698188,"locality, political",APPROXIMATE,,,,Niamatpur,Bangladesh,Rajshahi Division,Naogaon District,Naogaon District
Patnitala,"2 found, use single geocode.","Patnitola, Bangladesh",25.0498111,88.7625023,"locality, political",APPROXIMATE,,,,Patnitola,Bangladesh,Rajshahi Division,Naogaon District,Naogaon District
Porsha,ok,"Porsha Upazila, Bangladesh",25.05255037,88.14616773,"locality, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Naogaon District,Naogaon District
Raninagar,"2 found, use single geocode.","Raninagar Upazila, Bangladesh",24.73835134,88.78585951,"locality, political",APPROXIMATE,,,,Raninagar,Bangladesh,Rajshahi Division,Naogaon District,Naogaon District
Shapahar,"2 found, use single geocode.","Sapahar, Bangladesh",25.1258991,88.587932,"locality, political",APPROXIMATE,,,,Sapahar,Bangladesh,Rajshahi Division,Naogaon District,Naogaon District
Bagatipara,"2 found, use single geocode.","Bagatipara, Bangladesh",24.3024019,88.9641261,"locality, political",APPROXIMATE,,,,Bagatipara,Bangladesh,Rajshahi Division,Natore District,Natore District
Baraigram,"3 found, use single geocode.","Baraigram, Bangladesh",24.3169944,89.1634563,"locality, political",APPROXIMATE,,,,Baraigram,Bangladesh,Rajshahi Division,Natore District,Natore District
Gurudaspur,"3 found, use single geocode.","Gurudaspur Upazila, Bangladesh",24.3683404,89.2331764,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Natore District,Natore District
Lalpur,"5 found, use single geocode.","Lalpur Upazila, Bangladesh",24.19965202,88.73770273,"locality, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Natore District,Natore District
Naldanga,"2 found, use single geocode.","Naldanga, Bangladesh",24.4969457,88.9605365,"locality, political",APPROXIMATE,,,,Naldanga,Bangladesh,Rajshahi Division,Natore District,Natore District
Natore-S,Ok,"Natore Sadar Upazila, Bangladesh",24.4084122,88.9750353,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Natore District,Natore District
Singra,"4 found, use single geocode.","Singra, Bangladesh",24.4999846,89.1429216,"locality, political",APPROXIMATE,,,,Singra,Bangladesh,Rajshahi Division,Natore District,Natore District
Atghoria,Ok,"Atgharia Upazila, Bangladesh",24.1133788,89.2431288,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Pabna District,Pabna District
Bera,"Ok, partial match","Bera Upazila,Bangladesh",24.08067423,89.65307782,"locality, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Pabna District,Pabna District
Bhangura,"2 found, use single geocode.","Bhangura, Bangladesh",24.2080142,89.365369,"locality, political",APPROXIMATE,,,,Bhangura,Bangladesh,Rajshahi Division,Pabna District,Pabna District
Chatmohar,"2 found, use single geocode.","Chatmohar, Bangladesh",24.2268541,89.2904833,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Pabna District,Pabna District
Faridpur,"3 found, use single geocode.","Faridpur, Bangladesh",23.6018691,89.8333382,"locality, political",APPROXIMATE,,,,Faridpur,Bangladesh,Dhaka Division,Faridpur District,Faridpur District
Ishwardi,"2 found, use single geocode.","Ishwardi, Bangladesh",24.1292024,89.0657027,"locality, political",APPROXIMATE,,,,Ishwardi,Bangladesh,Rajshahi Division,Pabna District,Pabna District
Pabna-S,Ok,"Pabna Sadar Upazila, Bangladesh",24.0076123,89.2383285,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Pabna District,Pabna District
Santhia,"2 found, use single geocode.","Santhia Upazila, Bangladesh",24.05615333,89.53530251,"locality, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Pabna District,Pabna District
Sujanagar,Ok,"Sujanagar, Bangladesh",23.9421529,89.4210136,"locality, political",APPROXIMATE,,,,Sujanagar,Bangladesh,Rajshahi Division,Pabna District,Pabna District
Bagha,"2 found, use single geocode.","Bagha, Bangladesh",24.1974854,88.8371034,"locality, political",APPROXIMATE,,,,Bagha,Bangladesh,Rajshahi Division,Rajshahi District,Rajshahi District
Bagmara,"2 found, use single geocode.","Bagmara, Bangladesh",24.5969612,88.8311022,"locality, political",APPROXIMATE,,,,Bagmara,Bangladesh,Rajshahi Division,Rajshahi District,Rajshahi District
Charghat,"2 found, use single geocode.","Charghat, Bangladesh",24.2785308,88.751805,"locality, political",APPROXIMATE,,,,Charghat,Bangladesh,Rajshahi Division,Rajshahi District,Rajshahi District
Durgapur,Ok,"Durgapur Upazila, Bangladesh","24.444952265029027,",88.76957765,"locality, political",APPROXIMATE,,,,Durgapur,Bangladesh,Rajshahi Division,Rajshahi District,Rajshahi District
Godagari,"2 found, use single geocode.","Godagari, Bangladesh",24.4587229,88.3360765,"locality, political",APPROXIMATE,,,,Godagari,Bangladesh,Rajshahi Division,Rajshahi District,Rajshahi District
Mohanpur,"3 found, use single geocode.","Mohanpur Upazila,Bangladesh",24.55186431,88.45724411,"locality, political",APPROXIMATE,,,,Mohanpur,Bangladesh,Rajshahi Division,Rajshahi District,Rajshahi District
Paba,Ok,"Paba Upazila, Bangladesh",24.43624476,88.64378927,"locality, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Rajshahi District,Rajshahi District
Puthia,"2 found, use single geocode.","Puthia, Bangladesh",24.3638464,88.8366628,"locality, political",APPROXIMATE,,,,Puthia,Bangladesh,Rajshahi Division,Rajshahi District,Rajshahi District
Tanore,"2 found, use single geocode.","Tanore, Bangladesh",24.5873417,88.5746498,"locality, political",APPROXIMATE,,,,Tanore,Bangladesh,Rajshahi Division,Rajshahi District,Rajshahi District
Belkuchi,"2 found, use single geocode.","Belkuchi, Bangladesh",24.2952157,89.6980719,"locality, political",APPROXIMATE,,,,Belkuchi,Bangladesh,Rajshahi Division,Sirajganj District,Sirajganj District
Chauhali,Ok,"Chauhali Upazila, Bangladesh",24.19397695,89.75409479,"locality, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Sirajganj District,Sirajganj District
Kamarkhand,Ok,"Kamarkhanda Upazila, Bangladesh",24.360539,89.6651968,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Sirajganj District,Sirajganj District
Kazipur,"3 found, use single geocode.","Kazipur, Bangladesh",24.6544767,89.6345796,"locality, political",APPROXIMATE,,,,Kazipur,Bangladesh,Rajshahi Division,Sirajganj District,Sirajganj District
Raiganj,"2 found, use single geocode.","Raiganj, Bangladesh",24.53266803,89.54493257,"locality, political",APPROXIMATE,,,,Raiganj,Bangladesh,Rajshahi Division,Sirajganj District,Sirajganj District
Shahjadpur,"3 found, use single geocode.","Shahjadpur, Bangladesh",24.17608026,89.60002416,"locality, political",APPROXIMATE,,,,Shahjadpur,Bangladesh,Rajshahi Division,Sirajganj District,Sirajganj District
Sirajganj-S,Ok,"Sirajganj, Bangladesh",24.4526459,89.6816208,"locality, political",APPROXIMATE,,,,Sirajganj,Bangladesh,Rajshahi Division,Sirajganj District,Sirajganj District
Tarash,Ok,"Tarash, Bangladesh",24.4308914,89.3724769,"locality, political",APPROXIMATE,,,,Tarash,Bangladesh,Rajshahi Division,Sirajganj District,Sirajganj District
Ullapara,Ok,"Ullapara Upazila, Bangladesh",24.3174024,89.562204,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rajshahi Division,Sirajganj District,Sirajganj District
Birampur,"2 found, use single geocode.","Birampur, Bangladesh",25.3899463,88.9916363,"locality, political",APPROXIMATE,,,,Birampur,Bangladesh,Rangpur Division,Dinajpur District,Dinajpur District
Birganj,"3 found, use single geocode.","Birganj, Bangladesh",25.8607706,88.6554861,"locality, political",APPROXIMATE,,,,Birganj,Bangladesh,Rangpur Division,Dinajpur District,Dinajpur District
Birol,Ok,"Birol Upazila, Bangladesh",25.63277317,88.55648721,"locality, political",APPROXIMATE,,,,,Bangladesh,Rangpur Division,Dinajpur District,Dinajpur District
Bochaganj,Ok,"Bochaganj, Bangladesh",25.7997217,88.4621891,"locality, political",APPROXIMATE,,,,Bochaganj,Bangladesh,Rangpur Division,Dinajpur District,Dinajpur District
Chirirbandar,Ok,"Chirirbandar, Bangladesh",25.6503373,88.7770522,"locality, political",APPROXIMATE,,,,Chirirbandar,Bangladesh,Rangpur Division,Dinajpur District,Dinajpur District
Dinajpur-S,"2 found, use single geocode.","Dinajpur, Bangladesh",25.6221009,88.6437649,"locality, political",APPROXIMATE,,,,Dinajpur,Bangladesh,Rangpur Division,Dinajpur District,Dinajpur District
Phulbari,"3 found, use single geocode.","Phulbari Upazila,Bangladesh",25.49728252,88.95008198,"locality, political",APPROXIMATE,,,,Phulbari,Bangladesh,Rangpur Division,Dinajpur District,Dinajpur District
Ghoraghat,"2 found, use single geocode.","Ghoraghat Upazila, Bangladesh",25.3006863,89.1808503,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rangpur Division,Dinajpur District,Dinajpur District
Hakimpur,"3 found, use single geocode.","Hakimpur, Bangladesh",25.2745502,89.0131532,"locality, political",APPROXIMATE,,,,Hakimpur,Bangladesh,Rangpur Division,Dinajpur District,Dinajpur District
Kaharol,Ok,"Kaharole Upazila, Bangladesh",25.7937132,88.6011786,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rangpur Division,Dinajpur District,Dinajpur District
Khanshama,Ok,"Khansama, Bangladesh",25.9250154,88.7313557,"locality, political",APPROXIMATE,,,,Khansama,Bangladesh,Rangpur Division,Dinajpur District,Dinajpur District
Nawabganj,"3 found, use single geocode.","Nawabganj, Bangladesh",23.653123,90.1518394,"locality, political",APPROXIMATE,,,,Nawabganj,Bangladesh,Dhaka Division,Dhaka District,Dhaka District
Parbatipur,"2 found, use single geocode.","Parbatipur, Bangladesh",25.6543901,88.9162387,"locality, political",APPROXIMATE,,,,Parbatipur,Bangladesh,Rangpur Division,Dinajpur District,Dinajpur District
Fulchari,Ok,"Fulchhari Upazila, Bangladesh",25.3198082,89.5958514,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rangpur Division,Gaibandha District,Gaibandha District
Gaibandha-S,Ok,"Gaibandha Sadar Upazila, Bangladesh",25.3297044,89.5428879,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rangpur Division,Gaibandha District,Gaibandha District
Gobindaganj,Ok,"Gobindaganj Upazila, Bangladesh",25.1373337,89.38691,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rangpur Division,Gaibandha District,Gaibandha District
Palashbari,"2 found, use single geocode.","Palashbari, Bangladesh",25.2793867,89.3535198,"locality, political",APPROXIMATE,,,,Palashbari,Bangladesh,Rangpur Division,Gaibandha District,Gaibandha District
Sadullapur,"2 found, use single geocode.","Sadullapur, Bangladesh",25.3909385,89.4659462,"locality, political",APPROXIMATE,,,,Sadullapur,Bangladesh,Rangpur Division,Gaibandha District,Gaibandha District
Saghata,"2 found, use single geocode.","Saghata, Bangladesh",25.1231112,89.582769,"locality, political",APPROXIMATE,,,,Saghata,Bangladesh,Rangpur Division,Gaibandha District,Gaibandha District
Sundarganj,Ok,"Sundarganj, Bangladesh",25.5643622,89.5190902,"locality, political",APPROXIMATE,,,,Sundarganj,Bangladesh,Rangpur Division,Gaibandha District,Gaibandha District
Bhurungamari,"2 found, use single geocode.","Bhurungamari, Bangladesh",26.1089774,89.6698658,"locality, political",APPROXIMATE,,,,Bhurungamari,Bangladesh,Rangpur Division,Kurigram District,Kurigram District
Chilmari,Ok,"Chilmari, Bangladesh",25.5810414,89.6616352,"locality, political",APPROXIMATE,,,,Chilmari,Bangladesh,Rangpur Division,Kurigram District,Kurigram District
Phulbari,"3 found, use single geocode.","Phulbari Upazila,Bangladesh",25.94945788,89.5520082,"locality, political",APPROXIMATE,,,,Phulbari,Bangladesh,Rangpur Division,Kurigram District,Kurigram District
Kurigram-S,Ok,"Kurigram Sadar Upazila, Bangladesh",25.8281684,89.6816208,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rangpur Division,Kurigram District,Kurigram District
Nageswari,Ok,"Nageshwari, Bangladesh",25.9642198,89.6957222,"locality, political",APPROXIMATE,,,,Nageshwari,Bangladesh,Rajshahi Division,Kurigram District,Kurigram District
Rajarhat,"2 found, use single geocode.","Rajarhat Upazila, Bangladesh",25.7990489,89.54663928,"locality, political",APPROXIMATE,,,,,Bangladesh,Rangpur Division,Kurigram District,Kurigram District
Rajibpur,"2 found, use single geocode.","Char Rajibpur Upazila, Bangladesh",25.44511,89.7930466,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rangpur Division,Kurigram District,Kurigram District
Rowmari,"3 found, use single geocode.","Rowmari, Bangladesh",25.5754121,89.8306021,"locality, political",APPROXIMATE,,,,Rowmari,Bangladesh,Rangpur Division,Kurigram District,Kurigram District
Ulipur,Ok,"Ulipur, Bangladesh",25.6564202,89.6204562,"locality, political",APPROXIMATE,,,,Ulipur,Bangladesh,Rangpur Division,Kurigram District,Kurigram District
Aditmari,Ok,"Aditmari Upazila, Bangladesh",25.927289,89.3841989,"administrative_area_level_3, political",APPROXIMATE,,,,,Bangladesh,Rangpur Division,Lalmonirhat District,Lalmonirhat District
Hatibandha,"3 found, use single geocode.","Hatibanda, Bangladesh",26.1422221,89.1348697,"locality, political",APPROXIMATE,,,,Hatibanda,Bangladesh,Rajshahi Division,Lalmonirhat District,Lalmonirhat District
Kaliganj,"2 found, use single geocode.","Kaliganj, Bangladesh",23.9644781,90.5730713,"locality, political",APPROXIMATE,,,,Kaliganj,Bangladesh,Dhaka Division,Gazipur District,Gazipur District
Lalmonirhat-S,"2 found, use single geocode.","Lalmonirhat, Bangladesh",25.916198,89.4505802,"locality, political",APPROXIMATE,,,,Lalmonirhat,Bangladesh,Rangpur Division,Lalmonirhat District,Lalmonirhat District
Patgram,Ok,"Patgram, Bangladesh",26.3569512,89.0083726,"locality, political",APPROXIMATE,,,,Patgram,Bangladesh,Rangpur Division,Lalmonirhat District,Lalmonirhat District
Dimla,"2 found, use single geocode.","Dimla, Bangladesh",26.1439608,88.9509626,"locality, political",APPROXIMATE,,,,Dimla,Bangladesh,Rangpur Division,Nilphamari District,Nilphamari District
Domar,Ok,"Domar, Bangladesh",26.1016094,88.8214984,"locality, political",APPROXIMATE,,,,Domar,Bangladesh,Rangpur Division,Nilphamari District,Nilphamari District
Jaldhaka,"2 found, use single geocode.","Jaldhaka Upazila, Bangladesh",26.02279266,89.0214794,"locality, political",APPROXIMATE,,,,,Bangladesh,Rangpur Division,Nilphamari District,Nilphamari District
