
ID      Weight    Value     
50199   76        541       
50201   78        884       
50205   129       585       
50223   125       836       
50224   124       569       
50228   28        231       
50232   128       892       
50250   77        441       
50264   28        526       
50274   182       968       
50285   6         674       
50298   54        808       
50303   5         844       
50306   101       858       
50323   16        630       
50326   75        628       
50349   34        927       
50374   70        785       
50379   81        441       
50383   128       914       
50394   19        116       
50405   109       930       
50408   16        779       
50423   59        546       
50427   58        741       
50429   83        545       
50436   6         349       
50445   159       855       
50455   72        871       
50461   109       729       
50484   143       811       
50486   54        796       
50491   22        794       
50508   117       562       
50513   98        622       
50521   102       715       
50523   29        548       
50533   6         639       
50535   40        621       
50538   88        364       
50548   44        606       
50554   14        717       
50555   54        922       
50563   87        607       
50566   102       912       
50570   213       928       
50572   32        850       
50575   4         493       
50578   141       816       
50585   158       666       
50590   134       981       
50596   90        406       
50606   46        366       
50609   41        490       
50623   5         107       
50630   228       972       
50631   34        883       
50634   138       972       
50637   154       780       
50654   106       978       
50662   33        803       
50671   41        207       
50676   14        537       
50694   2         362       
50706   56        389       
50709   58        704       
50716   16        436       
50728   7         201       
50731   100       588       
50742   26        939       
50751   70        548       
50757   24        967       
50764   19        819       
50769   178       901       
50780   87        432       
50786   35        990       
50797   204       961       
50814   57        470       
50827   64        415       
50829   172       844       
50853   74        363       
50865   209       875       
50884   26        806       
50886   55        510       
50892   83        376       
50893   117       913       
50902   232       982       
50916   47        482       
50926   13        219       
50927   117       826       
50932   106       677       
50955   105       673       
50957   13        543       
50978   94        493       
50982   166       728       
50987   38        523       
51000   217       932       
51015   5         937       
51022   187       969       
51024   23        892       
51027   54        959       
51033   206       875       
51068   9         202       
51069   49        783       
51081   76        568       
51097   18        126       
51101   179       848       
51103   110       710       
51137   23        998       
51144   20        304       
51161   12        913       
51174   105       736       
51180   4         361       
51215   42        276       
51222   111       549       
51227   23        389       
51229   68        885       
51237   127       703       
51239   52        851       
51249   194       859       
51262   81        760       
51265   7         119       
51271   14        57        
51276   58        991       
51283   81        915       
51285   212       975       
51306   163       763       
51310   102       745       
51311   141       837       
51312   149       961       
51313   168       954       
51319   24        773       
51322   122       791       
51339   242       996       
51345   11        137       
51346   195       997       
51347   85        673       
51365   27        544       
51375   127       708       
51376   93        965       
51383   4         47        
51390   69        961       
51397   11        121       
51406   11        214       
51412   65        721       
51416   16        559       
51420   44        890       
51431   16        840       
51432   105       497       
51434   194       973       
51441   5         322       
51455   95        876       
51480   10        312       
51502   126       700       
51512   54        786       
51518   208       943       
51519   163       695       
51530   44        643       
51537   5         265       
51540   31        639       
51564   40        698       
51572   38        989       
51583   27        234       
51587   60        556       
51605   93        725       
51614   148       742       
51639   54        453       
51640   166       888       
51643   44        332       
51644   152       875       
51677   16        467       
51679   66        392       
51683   47        192       
51689   27        729       
51691   86        712       
51702   23        175       
51719   52        985       
51728   58        918       
51730   55        721       
51736   59        310       
51744   158       700       
51759   105       599       
51774   101       867       
51775   96        548       
51780   16        913       
51793   170       993       
51796   43        861       
51800   142       907       
51813   23        876       
51814   5         145       
51816   51        252       
51817   157       826       
51822   31        991       
51830   18        731       
51835   81        652       
51848   22        961       
51857   99        854       
51859   30        469       
51868   3         101       
51878   11        103       
51890   98        644       
51893   93        892       
51896   124       900       
51921   49        807       
51933   91        480       
51935   124       757       
51957   124       892       
51961   204       926       
51963   11        700       
51968   196       996       
52011   25        803       
52032   238       979       
52033   119       744       
52034   18        595       
52048   115       922       
52068   15        900       
52071   20        375       
52077   24        614       
52088   109       754       
52092   230       981       
52097   164       874       
52107   70        501       
52110   143       643       
52114   198       834       
52121   176       891       
52130   62        523       
52133   114       507       
52152   23        391       
52157   47        452       
52163   98        516       
52169   47        235       
52177   81        663       
52186   29        669       
52189   105       635       
52191   45        857       
52194   6         50        
52197   100       961       
52198   47        577       
52202   64        267       
52209   11        179       
52211   95        781       
52222   73        508       
52225   73        866       
52230   40        768       
52232   150       873       
52236   53        791       
52259   35        799       
52265   14        106       
52280   46        975       
52296   36        473       
52307   118       574       
52314   44        395       
52320   100       648       
52323   12        221       
52327   54        551       
52334   194       925       
52340   100       551       
52342   2         617       
52345   135       581       
52354   7         317       
52358   102       994       
52359   118       679       
52367   169       968       
52377   143       784       
52382   51        911       
52386   135       778       
52392   164       965       
52404   77        719       
52413   165       743       
52416   23        258       
52417   55        871       
52428   90        388       
52430   44        254       
52434   163       959       
52441   44        593       
52450   65        482       
52453   17        370       
52457   90        488       
52460   26        119       
52466   10        711       
52467   133       602       
52472   67        545       
52486   203       882       
52503   74        679       
52506   31        652       
52507   94        562       
52508   79        380       
52512   176       828       
52518   52        324       
52524   21        808       
52527   187       862       
52535   149       950       
52537   133       588       
52540   35        324       
52547   168       998       
52552   97        666       
52556   147       648       
52571   31        689       
52576   73        371       
52578   157       864       
52583   144       735       
52601   8         191       
52609   56        415       
52613   28        503       
52624   48        997       
52625   114       609       
52630   129       976       
52632   60        527       
52663   20        429       
52669   38        802       
52677   14        161       
52682   60        351       
52684   1         551       
52685   153       637       
52687   41        857       
52694   89        520       
52703   24        545       
52706   202       858       
52710   41        462       
52716   13        599       
52728   31        322       
52732   56        845       
52738   92        768       
52744   130       755       
52745   147       681       
52756   136       778       
52768   98        479       
52775   98        699       
52779   25        339       
52790   165       705       
52800   94        746       
52818   20        96        
52834   79        721       
52843   36        670       
52868   11        894       
52885   74        729       
52891   131       847       
52896   88        971       
52899   199       997       
52901   77        602       
52908   168       711       
52939   47        359       
52941   73        581       
52950   61        596       
52956   42        307       
52960   92        701       
52964   6         181       
52966   128       974       
52971   144       924       
52976   206       999       
52977   96        835       
52978   11        570       
52982   200       942       
52984   86        809       
53014   56        473       
53015   38        433       
53046   147       725       
53072   47        951       
53076   93        976       
53078   34        862       
53089   123       509       
53096   128       538       
53097   7         676       
53118   162       723       
53121   155       806       
53122   33        890       
53135   8         294       
53141   130       611       
53143   25        923       
53150   86        583       
53155   63        414       
53157   24        740       
53168   2         199       
53179   102       469       
53196   134       681       
53210   122       912       
53221   198       956       
53225   102       966       
53236   82        977       
53255   47        820       
53262   197       889       
53266   57        997       
53277   65        363       
53283   29        997       
53295   217       954       
53299   31        813       
53303   73        953       
53309   32        239       
53310   64        600       
53317   229       961       
53347   103       555       
53350   115       893       
53356   90        448       
53358   166       863       
53364   87        638       
53372   88        564       
53383   103       563       
53391   142       965       
53409   58        876       
53417   4         936       
53419   201       839       
53426   48        809       
53428   85        474       
53432   49        610       
53437   204       920       
53444   8         224       
53453   95        881       
53457   200       964       
53465   84        408       
53476   16        198       
53477   124       738       
53487   102       509       
53493   54        263       
53512   80        500       
53514   27        774       
53521   71        399       
53526   95        804       
53535   109       856       
53543   75        999       
53551   45        283       
53559   49        830       
53565   67        469       
53568   112       625       
53569   189       830       
53570   142       950       
53572   45        613       
53592   204       875       
53597   1         544       
53611   201       955       
53619   171       935       
53622   26        452       
53623   5         535       
53624   134       945       
53639   115       483       
53648   180       986       
53650   150       658       
53703   122       581       
53742   1         384       
53744   40        204       
53752   93        708       
53753   162       886       
53758   95        683       
53763   48        671       
53784   64        390       
53788   63        826       
53797   70        797       
53799   15        376       
53809   213       934       
53813   33        613       
53817   67        638       
53824   10        165       
53828   26        733       
53836   25        208       
53849   59        727       
53857   1         114       
53862   108       893       
53864   6         429       
53876   105       472       
53879   63        722       
53881   57        436       
53882   151       747       
53897   9         67        
53898   29        824       
53912   94        914       
53914   89        740       
53925   19        317       
53926   100       924       
53927   19        545       
53929   18        277       
53968   1         213       
53984   39        829       
53988   26        1000      
53995   146       907       
54020   92        840       
54022   56        939       
54026   51        556       
54036   193       797       
54038   87        583       
54039   100       637       
54055   120       579       
54058   120       759       
54083   5         835       
54105   80        517       
54106   72        847       
54112   157       680       
54122   48        735       
54135   118       688       
54143   5         438       
54156   13        148       
54157   74        662       
54197   14        781       
54198   50        603       
54203   132       770       
54204   49        958       
54205   73        899       
54206   115       795       
54210   72        638       
54221   136       756       
54226   16        402       
54229   161       855       
54236   17        198       
54239   5         190       
54245   133       935       
54249   13        577       
54251   86        807       
54263   126       532       
54265   108       475       
54280   119       822       
54298   85        676       
54324   136       900       
54325   192       864       
54363   45        625       
54365   110       622       
54368   142       862       
54373   24        945       
54376   21        262       
54386   26        940       
54392   23        177       
54407   28        547       
54415   70        328       
54421   47        516       
54423   62        464       
54427   37        565       
54433   142       580       
54437   206       961       
54443   128       534       
54451   143       710       
54453   22        951       
54481   67        676       
54483   174       997       
54484   37        623       
54494   138       799       
54505   49        603       
54509   3         715       
54516   9         1000      
54517   130       779       
54525   89        991       
54547   88        983       
54556   71        313       
54559   42        693       
54606   36        255       
54609   31        237       
54619   132       832       
54621   62        566       
54634   26        613       
54646   209       968       
54651   91        683       
54656   111       498       
54670   131       775       
54674   119       602       
54689   51        336       
54716   18        706       
54719   65        570       
54741   27        116       
54748   165       998       
54767   57        314       
54775   63        793       
54802   7         943       
54809   21        184       
54810   99        563       
54813   36        681       
54843   75        736       
54851   128       873       
54852   10        846       
54858   89        688       
54877   58        956       
54878   203       841       
54896   29        398       
54902   16        486       
54912   44        963       
54917   5         753       
54927   14        185       
54934   65        840       
54951   12        317       
54959   50        898       
54960   107       957       
54964   87        677       
54966   49        724       
54982   9         83        
55005   41        465       
55013   157       870       
55032   17        142       
55036   70        836       
55039   139       776       
55056   111       770       
55057   74        675       
55084   119       674       
55091   38        463       
55097   9         251       
55102   145       673       
55103   39        477       
55110   140       707       
55127   96        941       
55132   21        493       
55165   30        228       
55175   155       633       
55185   5         852       
55188   164       767       
55193   33        833       
55202   45        797       
55205   61        702       
55217   106       871       
55220   81        491       
55222   37        157       
55239   125       722       
55243   220       992       
55246   74        646       
55252   147       999       
55256   100       978       
55264   62        655       
55270   20        204       
55274   127       984       
55291   137       850       
55300   15        388       
55319   32        486       
55323   22        609       
55326   236       974       
55328   123       838       
55330   49        987       
55331   49        999       
55335   30        680       
55341   72        513       
55342   66        759       
55346   48        843       
55360   77        897       
55362   91        547       
55366   87        423       
55378   169       758       
55386   85        420       
55389   80        455       
55404   6         784       
55420   93        722       
55422   48        775       
55423   196       859       
55429   45        456       
55430   38        615       
55455   69        706       
55466   86        703       
55480   7         266       
55495   100       528       
55525   32        281       
55530   42        919       
55536   68        493       
55542   43        332       
55573   147       609       
55585   88        586       
55589   180       958       
55598   46        699       
55609   121       617       
55611   101       565       
55613   173       953       
55626   49        819       
55628   50        864       
55632   143       884       
55642   44        857       
55643   67        445       
55649   178       978       
55650   105       638       
55668   62        839       
55693   97        676       
55702   193       816       
55708   113       877       
55716   27        553       
55739   80        733       
55743   54        390       
55750   67        430       
55757   6         910       
55758   15        412       
55766   104       810       
55775   2         847       
55789   93        626       
55804   134       679       
55806   124       756       
55814   146       742       
55822   46        790       
55829   197       809       
55833   14        668       
55834   36        372       
55835   47        261       
55845   108       912       
55849   102       568       
55856   130       543       
55859   66        517       
55867   8         647       
55869   50        994       
55874   127       557       
55876   81        654       
55877   225       944       
55883   68        965       
55891   73        430       
55895   50        342       
55900   4         26        
55903   171       997       
55904   110       897       
55920   195       945       
55930   126       803       
55944   133       675       
55959   128       783       
55962   107       607       
55967   81        497       
55968   78        359       
55987   86        971       
55998   17        251       
55999   30        686       
56012   105       743       
56017   12        176       
56023   227       939       
56024   171       798       
56030   11        930       
56033   47        295       
56061   33        218       
56064   22        755       
56086   36        198       
56088   96        665       
56089   147       870       
56092   106       450       
56098   26        845       
56105   36        951       
56106   2         586       
56108   35        193       
56126   159       953       
56128   47        730       
56140   155       986       
56153   95        818       
56158   10        869       
56183   41        770       
56191   52        794       
56194   28        311       
56211   26        253       
56214   40        354       
56226   39        954       
56231   55        753       
56239   15        408       
56241   62        866       
56247   128       592       
56259   65        348       
56277   58        387       
56298   50        545       
56299   15        320       
56304   7         949       
56309   30        332       
56375   149       958       
56376   67        858       
56389   49        305       
56401   9         832       
56434   208       910       
56443   4         658       
56455   26        713       
56465   128       930       
56478   79        398       
56498   17        548       
56503   117       733       
56504   133       625       
56508   81        681       
56509   22        531       
56516   122       834       
56529   104       909       
56537   110       690       
56548   119       674       
56554   143       678       
56556   28        452       
56573   8         462       
56576   190       876       
56599   59        310       
56605   66        878       
56619   147       706       
56634   191       795       
56645   32        638       
56679   159       913       
56682   18        574       
56688   47        917       
56690   64        398       
56691   145       863       
56702   111       516       
56707   62        786       
56723   120       951       
56725   191       826       
56728   93        644       
56730   75        938       
56731   40        253       
56735   55        295       
56736   37        437       
56741   65        476       
56749   15        292       
56761   154       766       
56768   10        325       
56779   38        424       
56783   147       702       
56792   89        395       
56796   170       803       
56797   160       862       
56800   149       641       
56802   67        967       
56805   72        929       
56813   179       790       
56817   60        800       
56827   77        540       
56855   218       977       
56867   1         31        
56881   63        409       
56897   132       674       
56898   140       922       
56906   106       524       
56937   7         635       
56951   52        252       
56971   39        780       
56997   152       704       
57003   46        779       
57022   70        908       
57035   29        214       
57049   152       670       
57053   26        136       
57057   54        370       
57062   71        363       
57078   145       872       
57079   14        297       
57087   75        656       
57093   138       654       
57107   19        792       
57110   10        450       
57121   173       910       
57123   53        746       
57126   2         475       
57139   105       656       
57141   66        289       
57152   88        749       
57153   71        342       
57163   119       865       
57164   121       658       
57177   63        738       
57186   80        731       
57190   58        461       
57194   130       764       
57209   76        879       
57216   13        500       
57222   15        783       
57224   8         280       
57231   171       754       
57238   219       944       
57246   130       949       
57248   41        610       
57249   131       760       
57259   178       874       
57263   63        296       
57279   33        457       
57287   72        540       
57291   71        787       
57298   200       899       
57302   90        694       
57309   129       640       
57311   59        691       
57312   87        526       
57317   68        952       
57322   25        494       
57336   103       823       
57345   70        678       
57352   98        995       
57353   57        766       
57355   9         116       
57366   60        427       
57379   38        194       
57381   36        766       
57385   12        842       
57386   184       961       
57391   58        415       
57397   34        952       
57402   156       944       
57420   10        659       
57442   3         748       
57443   137       822       
57446   43        910       
57472   44        800       
57473   144       627       
57489   5         369       
57498   166       882       
57502   52        616       
57508   57        332       
57518   98        410       
57522   82        573       
57532   46        667       
57539   132       718       
57570   71        322       
57577   79        957       
57614   70        579       
57617   165       887       
57627   33        659       
57636   53        459       
57638   38        797       
57642   139       880       
57644   85        774       
57646   60        691       
57658   4         49        
57664   23        623       
57683   59        317       
57687   89        629       
57692   29        178       
57714   6         817       
57722   76        490       
57728   27        684       
57759   24        201       
57768   84        712       
57773   11        500       
57777   103       648       
57781   67        541       
57787   70        830       
57790   114       732       
57804   115       881       
57805   17        580       
57815   32        166       
57816   243       997       
57829   10        426       
57839   43        697       
57841   79        621       
57848   143       801       
57855   103       522       
57869   71        796       
57875   135       578       
57876   47        689       
57888   85        471       
57892   65        864       
57899   74        965       
57911   40        859       
57932   21        224       
57935   93        754       
57946   49        459       
57951   73        544       
57952   189       777       
57953   53        661       
57959   107       464       
57965   54        893       
58003   43        893       
58011   45        351       
58018   57        240       
58026   47        516       
58027   114       890       
58030   4         900       
58031   2         875       
58035   29        128       
58037   70        636       
58042   146       978       
58049   81        877       
58051   5         785       
58052   36        426       
58058   119       671       
58060   83        951       
58064   42        319       
58073   120       877       
58083   25        741       
58091   97        511       
58095   139       997       
58103   24        447       
58117   63        263       
58134   179       851       
58137   63        943       
58145   39        213       
58147   35        382       
58152   118       715       
58155   55        890       
58190   179       758       
58207   132       604       
58208   20        948       
58210   129       989       
58238   69        394       
58250   73        486       
58258   92        754       
58268   89        508       
58270   73        523       
58272   176       842       
58276   48        777       
58302   18        465       
58328   78        865       
58336   20        552       
58338   77        684       
58350   43        840       
58353   76        820       
58365   91        599       
58367   13        703       
58381   8         91        
58382   29        372       
58408   82        480       
58413   85        890       
58417   125       954       
58422   1         251       
58432   54        905       
58435   80        590       
58448   31        602       
58456   45        437       
58457   4         738       
58458   8         321       
58483   219       903       
58484   41        949       
58493   64        680       
58496   9         298       
58502   11        917       
58507   72        747       
58510   30        234       
58518   16        334       
58521   49        655       
58525   141       988       
58530   95        397       
58533   23        864       
58534   48        222       
58544   124       912       
58551   62        951       
58584   70        730       
58588   43        882       
58589   3         74        
58593   21        183       
58595   42        522       
58606   12        763       
58607   101       631       
58609   165       901       
58610   129       558       
58613   51        815       
58625   72        694       
58629   58        940       
58635   3         590       
58646   131       793       
58648   38        641       
58650   5         697       
58668   29        356       
58683   110       809       
58687   44        312       
58690   198       874       
58696   107       518       
58715   67        559       
58724   131       651       
58730   5         216       
58732   8         764       
58733   102       921       
58734   84        725       
58741   4         401       
58745   102       599       
58749   86        604       
58751   133       552       
58758   73        925       
58759   158       667       
58763   135       888       
58774   47        947       
58785   214       992       
58791   232       976       
58798   145       905       
58814   133       674       
58835   13        911       
58836   19        622       
58855   75        739       
58874   18        461       
58881   164       845       
58889   48        522       
58925   203       976       
58929   1         34        
58955   113       631       
58973   82        531       
58995   63        373       
59001   54        683       
59002   145       907       
59008   184       937       
59012   137       947       
59016   113       999       
59023   87        729       
59037   104       752       
59041   5         489       
59048   53        774       
59058   196       920       
59059   125       808       
59065   3         895       
59067   48        503       
59070   38        370       
59071   54        294       
59086   107       540       
59089   94        458       
59098   41        491       
59102   49        985       
59103   12        763       
59104   25        105       
59108   150       849       
59122   75        328       
59123   94        576       
59124   176       793       
59126   171       796       
59127   69        386       
59144   113       581       
59145   10        941       
59146   80        983       
59147   140       881       
59162   29        424       
59165   27        800       
59166   121       720       
59167   29        637       
59168   208       944       
59186   115       873       
59190   175       924       
59201   36        498       
59202   103       621       
59210   88        962       
59217   85        807       
59222   59        954       
59233   3         770       
59236   38        289       
59240   22        931       
59251   166       747       
59252   131       647       
59264   30        836       
59271   31        848       
59289   29        827       
59295   41        517       
59339   12        52        
59348   11        462       
59360   19        519       
59362   126       944       
59380   35        236       
59381   85        360       
59384   147       688       
59393   98        488       
59398   141       730       
59408   223       914       
59419   104       797       
59422   4         994       
59425   48        474       
59430   51        502       
59431   24        743       
59450   157       738       
59453   57        372       
59458   140       805       
59462   50        932       
59463   28        806       
59464   140       798       
59467   76        768       
59469   139       677       
59470   97        610       
59476   36        775       
59482   28        920       
59491   126       812       
59492   116       888       
59505   211       953       
59519   79        734       
59521   39        268       
59523   66        553       
59526   80        673       
59529   20        265       
59534   55        856       
59540   64        533       
59544   30        850       
59572   151       759       
59576   39        722       
59579   159       804       
59581   8         122       
59583   19        207       
59598   8         812       
59600   111       709       
59619   69        676       
59621   37        196       
59625   55        866       
59631   54        893       
59636   95        999       
59699   199       882       
59706   220       995       
59728   138       659       
59733   27        272       
59737   55        467       
59738   144       855       
59743   53        716       
59753   62        456       
59758   132       673       
59763   50        514       
59764   116       510       
59780   125       717       
59784   96        613       
59789   64        724       
59791   78        923       
59805   41        876       
59821   27        883       
59848   108       543       
59851   115       880       
59852   49        876       
59855   12        523       
59856   163       965       
59882   41        622       
59891   206       851       
59892   90        679       
59894   66        340       
59898   119       773       
59899   41        198       
59903   32        541       
59906   129       595       
59915   69        398       
59916   96        445       
59919   15        521       
59923   16        976       
59925   18        779       
59931   37        808       
59937   7         50        
59939   25        613       
59952   66        342       
59973   26        522       
59981   132       709       
59993   91        652       
59999   134       763       
60020   99        922       
60030   135       876       
60032   157       852       
60035   54        456       
60037   36        222       
60062   154       806       
60064   118       897       
60065   206       931       
60071   49        822       
60082   10        829       
60083   123       626       
60096   4         644       
60109   2         444       
60111   113       986       
60114   112       988       
60120   17        448       
60125   56        936       
60132   104       464       
60142   113       490       
60144   112       815       
60153   162       994       
60176   141       707       
60178   26        504       
60192   67        302       
60196   16        602       
60216   12        600       
60220   60        605       
60225   86        756       
60227   146       822       
60232   45        962       
60256   95        803       
60257   209       989       
60263   74        467       
60264   25        155       
60283   25        332       
60297   78        383       
60304   193       953       
60305   67        559       
60329   116       696       
60331   109       916       
60359   180       814       
60362   79        791       
60370   100       708       
60374   6         362       
60376   112       741       
60382   27        240       
60421   46        767       
60425   172       790       
60452   75        433       
60490   22        126       
60518   2         438       
60530   25        726       
60542   80        472       
60544   98        750       
60558   33        520       
60563   4         264       
60566   42        462       
60572   6         845       
60582   141       747       
60586   104       830       
60594   61        405       
60596   83        404       
60600   142       647       
60603   58        502       
60613   150       793       
60614   103       735       
60619   62        378       
60622   33        806       
60631   146       930       
60637   52        943       
60645   78        371       
60650   43        695       
60655   84        572       
60657   12        442       
60672   58        376       
60677   67        835       
60694   104       596       
60695   5         515       
60723   91        795       
60730   6         698       
60742   9         458       
60756   120       824       
60764   19        627       
60774   75        399       
60777   8         426       
60778   55        962       
60782   23        263       
60791   83        945       
60797   14        378       
60801   7         426       
60807   82        816       
60815   45        473       
60823   86        451       
60830   155       889       
60834   79        814       
60837   64        662       
60840   69        581       
60852   3         104       
60862   28        403       
60871   159       664       
60874   80        896       
60896   10        992       
60900   193       796       
60904   7         55        
60913   150       768       
60924   115       722       
60928   35        787       
60930   223       936       
60953   140       788       
60954   125       665       
60955   75        778       
60958   27        267       
60960   165       690       
60974   24        614       
60975   32        540       
60984   1         307       
61003   14        321       
61029   162       824       
61040   10        615       
61063   7         59        
61067   20        246       
61070   4         183       
61073   168       711       
61075   69        713       
61077   177       735       
61078   70        535       
61091   4         515       
61099   128       664       
61107   110       822       
61108   99        711       
61118   141       971       
61125   65        267       
61128   182       760       
61132   174       754       
61134   76        743       
61147   69        540       
61156   5         39        
61161   205       920       
61167   24        435       
61190   137       945       
61201   29        566       
61205   91        674       
61208   8         769       
61216   4         956       
61226   103       592       
61233   6         330       
61244   14        616       
61269   2         549       
61277   1         645       
61278   31        623       
61284   35        932       
61296   82        824       
61297   150       740       
61306   54        711       
61311   146       769       
61312   43        295       
61327   60        334       
61331   190       816       
61338   28        138       
61339   3         985       
61362   13        197       
61375   56        317       
61391   48        737       
61395   81        827       
61397   159       887       
61401   17        695       
61433   72        986       
61434   165       703       
61455   82        398       
61456   2         248       
61467   47        706       
61476   88        806       
61478   172       992       
61480   115       968       
61493   23        422       
61501   36        384       
61513   159       829       
61516   92        769       
61525   32        152       
61536   14        658       
61546   69        754       
61548   95        556       
61549   209       951       
61550   49        435       
61567   126       831       
61579   61        624       
61584   83        615       
61590   37        684       
61607   116       900       
61609   41        999       
61617   98        947       
61619   22        875       
61628   21        211       
61637   34        668       
61650   69        722       
61656   197       975       
61658   141       997       
61676   130       588       
61688   173       919       
61694   190       806       
61695   33        190       
61731   66        325       
61737   95        988       
61742   102       703       
61752   197       950       
61754   184       982       
61760   86        357       
61761   37        899       
61769   11        283       
61791   60        911       
61793   9         429       
61798   203       895       
61816   82        763       
61822   152       967       
61824   84        705       
61832   30        549       
61875   65        608       
61884   54        720       
61890   132       785       
61897   49        270       
61903   80        822       
61904   5         152       
61910   6         228       
61917   16        451       
61921   44        533       
61922   65        833       
61925   144       728       
61927   72        681       
61932   65        679       
61933   135       616       
61938   46        285       
61968   70        390       
61975   66        383       
61976   184       977       
61978   6         255       
61982   89        854       
61996   39        595       
62003   72        987       
62005   132       839       
62024   121       636       
62028   5         394       
62032   107       972       
62033   132       641       
62044   88        938       
62065   85        897       
62086   193       965       
62102   67        649       
62103   103       621       
62116   133       716       
62126   21        690       
62149   87        653       
62153   41        413       
62160   217       926       
62171   82        975       
62177   60        263       
62179   64        264       
62180   122       869       
62182   9         151       
62202   46        957       
62206   20        213       
62210   149       977       
62211   28        319       
62213   145       702       
62217   107       579       
62227   9         223       
62246   24        298       
62247   42        306       
62308   99        778       
62318   174       924       
62322   20        519       
62346   28        735       
62347   131       654       
62354   91        418       
62394   68        781       
62399   41        228       
62401   150       972       
62409   4         62        
62411   82        471       
62412   198       912       
62417   78        543       
62418   148       704       
62420   83        545       
62423   41        661       
62425   74        813       
62442   112       682       
62450   58        986       
62453   79        835       
62454   6         611       
62460   157       790       
62474   71        713       
62484   49        707       
62487   23        378       
62498   5         157       
62534   41        676       
62536   19        223       
62546   169       914       
62553   43        988       
62554   2         680       
62566   134       774       
62567   86        775       
62571   22        648       
62572   57        859       
62586   148       968       
62593   17        399       
62596   1         45        
62600   70        768       
62614   129       922       
62619   42        244       
62622   158       936       
62638   43        864       
62640   21        768       
62643   3         537       
62663   77        613       
62687   36        313       
62688   170       863       
62716   146       933       
62744   76        362       
62751   132       702       
62752   217       909       
62753   99        998       
62762   120       567       
62768   43        932       
62773   41        625       
62780   28        284       
62783   18        164       
62789   74        636       
62804   84        393       
62813   157       792       
62814   164       693       
62823   7         945       
62830   156       953       
62831   147       960       
62842   6         462       
62849   209       990       
62851   64        900       
62868   62        629       
62881   224       925       
62886   200       909       
62893   139       834       
62894   40        933       
62913   13        429       
62915   79        916       
62928   150       960       
62931   63        982       
62934   67        594       
62940   34        243       
62954   156       687       
62960   158       888       
62972   50        338       
62982   141       651       
62987   5         347       
62989   66        555       
62994   38        348       
63022   65        636       
